account_id,month,active_users,events,feature_adoption_score
A0265,2024-06,189,4414,0.368
A0266,2024-01,139,1502,0.763
A0266,2024-02,139,1522,0.483
A0266,2024-03,135,1867,0.344
A0266,2024-04,137,3382,0.518
A0266,2024-05,141,2388,0.568
A0266,2024-06,161,2470,0.552
A0267,2024-01,68,774,0.811
A0267,2024-02,58,947,0.799
A0267,2024-03,54,635,0.459
A0267,2024-04,58,552,0.463
A0267,2024-05,44,943,0.473
A0267,2024-06,60,1467,0.737
A0268,2024-01,279,6660,0.336
A0268,2024-02,244,3874,0.489
A0268,2024-03,258,5065,0.281
A0268,2024-04,192,4201,0.445
A0268,2024-05,201,1855,0.0
A0268,2024-06,184,3600,0.241
A0269,2024-01,271,4714,0.378
A0269,2024-02,276,4141,0.57
A0269,2024-03,232,2742,0.119
A0269,2024-04,209,4875,0.203
A0269,2024-05,194,2347,0.015
A0269,2024-06,203,4802,0.481
A0270,2024-01,295,5113,0.279
A0270,2024-02,276,6300,0.256
A0270,2024-03,260,3575,0.523
A0270,2024-04,246,4104,0.339
A0270,2024-05,203,4376,0.23
A0270,2024-06,209,3170,0.46
A0271,2024-01,243,2489,0.441
A0271,2024-02,269,3418,0.535
A0271,2024-03,277,6193,0.695
A0271,2024-04,259,3823,0.536
A0271,2024-05,292,5912,0.32
A0271,2024-06,298,5078,0.536
A0272,2024-01,81,1027,0.386
A0272,2024-02,38,405,0.201
A0272,2024-03,26,462,0.327
A0272,2024-04,29,492,0.284
A0272,2024-05,1,14,0.36
A0272,2024-06,1,19,0.366
A0273,2024-01,215,4705,0.527
A0273,2024-02,161,1920,0.104
A0273,2024-03,158,1711,0.443
A0273,2024-04,151,2764,0.231
A0273,2024-05,132,2241,0.269
A0273,2024-06,95,1974,0.333
A0274,2024-01,249,5600,0.594
A0274,2024-02,270,4138,0.619
A0274,2024-03,292,2993,0.398
A0274,2024-04,284,2478,0.534
A0274,2024-05,287,6412,0.473
A0274,2024-06,295,3815,0.696
A0275,2024-01,106,1484,0.546
A0275,2024-02,111,1130,0.752
A0275,2024-03,101,1237,0.53
A0275,2024-04,73,1380,0.585
A0275,2024-05,106,2412,0.592
A0275,2024-06,116,2519,0.631
A0276,2024-01,99,1267,0.617
A0276,2024-02,89,1777,0.399
A0276,2024-03,96,1542,0.516
A0276,2024-04,120,2795,0.542
A0276,2024-05,103,2284,0.253
A0276,2024-06,115,1158,0.622
A0277,2024-01,299,5918,0.344
A0277,2024-02,287,5245,0.271
A0277,2024-03,270,4134,0.49
A0277,2024-04,228,3131,0.438
A0277,2024-05,220,2088,0.105
A0277,2024-06,210,4377,0.422
A0278,2024-01,333,5094,0.701
A0278,2024-02,332,7132,0.623
A0278,2024-03,358,6691,0.291
A0278,2024-04,346,5018,0.628
A0278,2024-05,334,6323,0.68
A0278,2024-06,357,6508,0.836
A0279,2024-01,265,3035,0.316
A0279,2024-02,232,4829,0.377
A0279,2024-03,207,3201,0.297
A0279,2024-04,192,4047,0.014
A0279,2024-05,179,3818,0.07
A0279,2024-06,156,2028,0.541
A0280,2024-01,158,2845,0.543
A0280,2024-02,161,2701,0.606
A0280,2024-03,134,1782,0.544
A0280,2024-04,115,1689,0.373
A0280,2024-05,137,2225,0.622
A0280,2024-06,135,2491,0.476
A0281,2024-01,183,2594,0.843
A0281,2024-02,194,2004,0.439
A0281,2024-03,197,3656,0.588
A0281,2024-04,208,1678,0.396
A0281,2024-05,187,4262,0.583
A0281,2024-06,211,1758,0.504
A0282,2024-01,342,4828,0.18
A0282,2024-02,331,5440,0.293
A0282,2024-03,298,4362,0.459
A0282,2024-04,286,6771,0.244
A0282,2024-05,264,5609,0.345
A0282,2024-06,246,4592,0.345
A0283,2024-01,255,6017,0.369
A0283,2024-02,199,3755,0.185
A0283,2024-03,194,4407,0.387
A0283,2024-04,202,3232,0.497
A0283,2024-05,167,3039,0.477
A0283,2024-06,152,1570,0.329
A0284,2024-01,130,1962,0.611
A0284,2024-02,98,1116,0.295
A0284,2024-03,110,1424,0.412
A0284,2024-04,75,898,0.611
A0284,2024-05,47,684,0.192
A0284,2024-06,25,371,0.261
A0285,2024-01,366,7674,0.531
A0285,2024-02,357,3821,0.62
A0285,2024-03,377,7347,0.615
A0285,2024-04,381,7911,0.674
A0285,2024-05,386,6500,0.723
A0285,2024-06,389,6745,0.388
A0286,2024-01,167,2830,0.614
A0286,2024-02,197,3547,0.384
A0286,2024-03,201,2111,0.632
A0286,2024-04,196,2573,0.711
A0286,2024-05,183,3256,0.748
A0286,2024-06,201,3055,0.932
A0287,2024-01,90,1424,0.744
A0287,2024-02,86,1765,0.724
A0287,2024-03,104,2003,0.499
A0287,2024-04,68,1121,0.507
A0287,2024-05,101,1131,0.514
A0287,2024-06,99,1454,0.732
A0288,2024-01,289,6838,0.383
A0288,2024-02,244,2246,0.377
A0288,2024-03,257,6311,0.579
A0288,2024-04,215,4158,0.167
A0288,2024-05,199,3159,0.389
A0288,2024-06,159,2303,0.514
A0289,2024-01,86,2090,0.425
A0289,2024-02,102,2438,0.665
A0289,2024-03,65,641,0.116
A0289,2024-04,57,837,0.572
A0289,2024-05,15,187,0.351
A0289,2024-06,10,126,0.296
A0290,2024-01,216,5123,0.588
A0290,2024-02,236,4159,0.278
A0290,2024-03,241,5355,0.493
A0290,2024-04,228,3553,0.331
A0290,2024-05,236,3325,0.549
A0290,2024-06,256,3839,0.685
A0291,2024-01,192,3697,0.465
A0291,2024-02,193,3044,0.222
A0291,2024-03,190,1802,0.356
A0291,2024-04,161,2682,0.594
A0291,2024-05,151,2787,0.392
A0291,2024-06,120,1342,0.359
A0292,2024-01,383,7214,0.841
A0292,2024-02,388,7871,0.413
A0292,2024-03,388,8950,0.794
A0292,2024-04,395,4765,0.517
A0292,2024-05,395,8088,0.695
A0292,2024-06,377,4464,0.639
A0293,2024-01,184,2566,0.37
A0293,2024-02,171,2220,0.45
A0293,2024-03,182,3530,0.496
A0293,2024-04,191,4518,0.534
A0293,2024-05,187,2998,0.665
A0293,2024-06,222,2958,0.6
A0294,2024-01,198,2769,0.008
A0294,2024-02,179,1668,0.179
A0294,2024-03,171,3664,0.132
A0294,2024-04,149,3627,0.412
A0294,2024-05,138,1458,0.361
A0294,2024-06,115,1387,0.345
A0295,2024-01,294,5717,0.452
A0295,2024-02,285,5525,0.268
A0295,2024-03,242,3378,0.121
A0295,2024-04,236,3222,0.189
A0295,2024-05,209,2066,0.483
A0295,2024-06,193,2651,0.496
A0296,2024-01,384,5495,0.439
A0296,2024-02,410,7704,0.517
A0296,2024-03,395,9528,0.445
A0296,2024-04,395,8631,0.323
A0296,2024-05,419,4187,0.513
A0296,2024-06,395,6038,0.745
A0297,2024-01,364,3393,0.601
A0297,2024-02,392,3567,0.463
A0297,2024-03,372,6640,0.479
A0297,2024-04,387,7252,0.716
A0297,2024-05,377,5008,0.358
A0297,2024-06,404,6636,0.534
A0298,2024-01,125,1955,0.44
A0298,2024-02,136,2004,0.684
A0298,2024-03,120,2051,0.665
A0298,2024-04,122,2870,0.338
A0298,2024-05,130,3041,0.459
A0298,2024-06,132,1444,0.59
A0299,2024-01,123,2067,0.848
A0299,2024-02,116,2329,0.537
A0299,2024-03,136,1207,0.503
A0299,2024-04,144,2447,0.454
A0299,2024-05,158,2183,0.485
A0299,2024-06,162,1419,0.546
A0300,2024-01,45,881,0.639
A0300,2024-02,46,819,0.438
A0300,2024-03,34,745,0.228
A0300,2024-04,69,1584,0.336
A0300,2024-05,39,794,0.607
A0300,2024-06,35,823,0.504
A0301,2024-01,66,927,0.455
A0301,2024-02,60,980,0.574
A0301,2024-03,53,450,0.487
A0301,2024-04,68,689,0.626
A0301,2024-05,65,760,0.579
A0301,2024-06,57,477,0.507
A0302,2024-01,302,7071,0.561
A0302,2024-02,280,3141,0.509
A0302,2024-03,276,4673,0.579
A0302,2024-04,290,2356,0.539
A0302,2024-05,305,6832,0.353
A0302,2024-06,336,7705,0.637
A0303,2024-01,113,1092,0.271
A0303,2024-02,128,1817,0.222
A0303,2024-03,100,1175,0.416
A0303,2024-04,68,1379,0.431
A0303,2024-05,79,847,0.178
A0303,2024-06,39,495,0.315
A0304,2024-01,221,4171,0.057
A0304,2024-02,184,2111,0.238
A0304,2024-03,176,2248,0.099
A0304,2024-04,166,1685,0.404
A0304,2024-05,147,1431,0.539
A0304,2024-06,118,1076,0.216
A0305,2024-01,150,3321,0.708
A0305,2024-02,118,1341,0.544
A0305,2024-03,112,1607,0.541
A0305,2024-04,158,3334,0.108
A0305,2024-05,135,2424,0.443
A0305,2024-06,125,1271,0.73
A0306,2024-01,198,4468,0.316
A0306,2024-02,143,2647,0.148
A0306,2024-03,141,1225,0.359
A0306,2024-04,134,3217,0.43
A0306,2024-05,105,1130,0.685
A0306,2024-06,72,1748,0.625
A0307,2024-01,127,1819,0.128
A0307,2024-02,106,979,0.341
A0307,2024-03,75,1521,0.333
A0307,2024-04,55,1126,0.299
A0307,2024-05,30,441,0.368
A0307,2024-06,30,668,0.386
A0308,2024-01,248,2634,0.332
A0308,2024-02,241,5102,0.428
A0308,2024-03,227,1908,0.23
A0308,2024-04,198,1776,0.286
A0308,2024-05,172,3416,0.209
A0308,2024-06,170,4096,0.35
A0309,2024-01,89,2163,0.668
A0309,2024-02,60,1221,0.351
A0309,2024-03,75,1009,0.618
A0309,2024-04,90,1161,0.75
A0309,2024-05,90,1779,0.735
A0309,2024-06,95,1326,0.636
A0310,2024-01,78,791,0.458
A0310,2024-02,60,1324,0.0
A0310,2024-03,45,941,0.329
A0310,2024-04,17,200,0.274
A0310,2024-05,12,275,0.425
A0310,2024-06,9,74,0.476
A0311,2024-01,127,1598,0.307
A0311,2024-02,122,2290,0.231
A0311,2024-03,94,1328,0.322
A0311,2024-04,79,1635,0.552
A0311,2024-05,48,1005,0.383
A0311,2024-06,40,945,0.297
A0312,2024-01,169,3124,0.674
A0312,2024-02,187,4223,0.473
A0312,2024-03,185,1895,0.62
A0312,2024-04,184,2563,0.45
A0312,2024-05,227,3061,0.675
A0312,2024-06,189,2215,0.641
A0313,2024-01,129,1359,0.473
A0313,2024-02,140,2510,0.482
A0313,2024-03,122,2940,0.292
A0313,2024-04,126,2318,0.503
A0313,2024-05,143,2202,0.441
A0313,2024-06,144,3329,0.754
A0314,2024-01,114,2767,0.281
A0314,2024-02,129,1117,0.136
A0314,2024-03,115,1501,0.405
A0314,2024-04,89,974,0.2
A0314,2024-05,70,1023,0.394
A0314,2024-06,56,1232,0.394
A0315,2024-01,371,5426,0.279
A0315,2024-02,380,4775,0.653
A0315,2024-03,366,8318,0.208
A0315,2024-04,364,4861,0.745
A0315,2024-05,383,7095,0.432
A0315,2024-06,400,5673,0.865
A0316,2024-01,379,8250,0.299
A0316,2024-02,340,4703,0.252
A0316,2024-03,304,5105,0.234
A0316,2024-04,315,7610,0.364
A0316,2024-05,293,6332,0.381
A0316,2024-06,268,3011,0.503
A0317,2024-01,329,5732,0.639
A0317,2024-02,315,6550,0.519
A0317,2024-03,308,2692,0.507
A0317,2024-04,311,2871,0.356
A0317,2024-05,327,7024,0.443
A0317,2024-06,351,7339,0.507
A0318,2024-01,114,1634,0.694
A0318,2024-02,132,1292,0.502
A0318,2024-03,139,2382,0.695
A0318,2024-04,130,2155,0.652
A0318,2024-05,153,1764,0.663
A0318,2024-06,132,2126,0.438
A0319,2024-01,247,3267,0.358
A0319,2024-02,229,1984,0.108
A0319,2024-03,209,3059,0.145
A0319,2024-04,176,1869,0.351
A0319,2024-05,175,4129,0.26
A0319,2024-06,152,1935,0.537
A0320,2024-01,336,7416,0.728
A0320,2024-02,326,6723,0.362
A0320,2024-03,336,7784,0.557
A0320,2024-04,321,2954,0.788
A0320,2024-05,319,3296,0.678
A0320,2024-06,326,7188,0.486
A0321,2024-01,255,4256,0.35
A0321,2024-02,257,6236,0.248
A0321,2024-03,237,4852,0.444
A0321,2024-04,235,3692,0.428
A0321,2024-05,203,1996,0.536
A0321,2024-06,164,2533,0.39
A0322,2024-01,212,2942,0.295
A0322,2024-02,198,3766,0.457
A0322,2024-03,190,1540,0.19
A0322,2024-04,183,3579,0.137
A0322,2024-05,152,3381,0.426
A0322,2024-06,145,3019,0.331
A0323,2024-01,143,2208,0.255
A0323,2024-02,120,1756,0.659
A0323,2024-03,98,812,0.42
A0323,2024-04,101,1434,0.551
A0323,2024-05,65,1201,0.404
A0323,2024-06,34,569,0.55
A0324,2024-01,189,1658,0.518
A0324,2024-02,175,3567,0.367
A0324,2024-03,194,3780,0.548
A0324,2024-04,183,2233,0.628
A0324,2024-05,194,1884,0.608
A0324,2024-06,199,4706,0.52
A0325,2024-01,291,2770,0.226
A0325,2024-02,269,4783,0.457
A0325,2024-03,251,6195,0.266
A0325,2024-04,237,3344,0.41
A0325,2024-05,225,4185,0.523
A0325,2024-06,181,1930,0.31
A0326,2024-01,313,4183,0.163
A0326,2024-02,299,3223,0.303
A0326,2024-03,274,6769,0.421
A0326,2024-04,253,3644,0.115
A0326,2024-05,268,6110,0.342
A0326,2024-06,224,2743,0.322
A0327,2024-01,391,4048,0.556
A0327,2024-02,390,4454,0.376
A0327,2024-03,347,3337,0.359
A0327,2024-04,328,4194,0.471
A0327,2024-05,331,3805,0.07
A0327,2024-06,322,3190,0.327
A0328,2024-01,153,3777,0.185
A0328,2024-02,134,1613,0.184
A0328,2024-03,117,2298,0.444
A0328,2024-04,84,680,0.337
A0328,2024-05,90,1905,0.26
A0328,2024-06,63,1026,0.461
A0329,2024-01,349,3226,0.417
A0329,2024-02,361,5092,0.573
A0329,2024-03,354,6428,0.814
A0329,2024-04,378,4477,0.51
A0329,2024-05,385,5990,0.347
A0329,2024-06,413,6686,0.595
A0330,2024-01,361,8304,0.571
A0330,2024-02,371,2969,0.54
A0330,2024-03,352,8549,0.63
A0330,2024-04,372,8044,0.399
A0330,2024-05,383,3964,0.643
A0330,2024-06,358,4894,0.685
A0331,2024-01,367,6821,0.802
A0331,2024-02,363,4785,0.386
A0331,2024-03,369,4788,0.622
A0331,2024-04,357,3453,0.626
A0331,2024-05,353,2842,0.907
A0331,2024-06,366,4029,0.958
A0332,2024-01,345,6694,0.282
A0332,2024-02,301,4819,0.16
A0332,2024-03,318,5257,0.369
A0332,2024-04,289,3962,0.531
A0332,2024-05,271,4772,0.489
A0332,2024-06,242,2919,0.425
A0333,2024-01,259,2206,0.288
A0333,2024-02,255,2934,0.311
A0333,2024-03,216,4848,0.489
A0333,2024-04,196,3741,0.467
A0333,2024-05,186,3374,0.339
A0333,2024-06,186,2387,0.214
A0334,2024-01,330,3885,0.335
A0334,2024-02,288,6526,0.1
A0334,2024-03,282,6464,0.544
A0334,2024-04,277,3182,0.375
A0334,2024-05,236,3939,0.443
A0334,2024-06,221,1816,0.494
A0335,2024-01,160,2386,0.184
A0335,2024-02,158,1806,0.37
A0335,2024-03,122,1540,0.466
A0335,2024-04,113,2546,0.386
A0335,2024-05,106,2585,0.341
A0335,2024-06,47,579,0.584
A0336,2024-01,103,838,0.491
A0336,2024-02,80,1485,0.393
A0336,2024-03,56,1128,0.238
A0336,2024-04,26,466,0.489
A0336,2024-05,53,1040,0.452
A0336,2024-06,17,291,0.427
A0337,2024-01,280,3669,0.544
A0337,2024-02,260,5186,0.439
A0337,2024-03,252,4899,0.498
A0337,2024-04,245,2758,0.542
A0337,2024-05,230,1900,0.26
A0337,2024-06,203,3899,0.303
A0338,2024-01,395,9377,0.005
A0338,2024-02,374,7658,0.181
A0338,2024-03,349,6971,0.599
A0338,2024-04,345,7089,0.401
A0338,2024-05,341,4574,0.348
A0338,2024-06,302,3955,0.614
A0339,2024-01,305,3294,0.448
A0339,2024-02,294,6181,0.434
A0339,2024-03,271,6462,0.402
A0339,2024-04,276,3009,0.373
A0339,2024-05,246,4022,0.428
A0339,2024-06,227,2979,0.288
A0340,2024-01,413,3750,0.529
A0340,2024-02,377,5131,0.482
A0340,2024-03,392,6224,0.594
A0340,2024-04,381,9183,0.412
A0340,2024-05,378,3729,0.754
A0340,2024-06,407,6545,0.593
A0341,2024-01,222,2087,0.612
A0341,2024-02,246,6059,0.343
A0341,2024-03,244,3846,0.708
A0341,2024-04,218,3809,0.458
A0341,2024-05,244,5282,0.609
A0341,2024-06,260,4658,0.524
A0342,2024-01,123,1556,0.5
A0342,2024-02,137,1517,0.432
A0342,2024-03,113,1020,0.71
A0342,2024-04,143,1499,0.592
A0342,2024-05,139,2004,0.684
A0342,2024-06,161,1860,0.74
A0343,2024-01,246,4126,0.64
A0343,2024-02,240,2194,0.221
A0343,2024-03,217,3807,0.352
A0343,2024-04,194,3698,0.529
A0343,2024-05,190,2028,0.416
A0343,2024-06,150,1259,0.51
A0344,2024-01,232,5007,0.558
A0344,2024-02,238,5796,0.555
A0344,2024-03,237,1952,0.714
A0344,2024-04,228,1939,0.304
A0344,2024-05,228,3921,0.664
A0344,2024-06,216,3401,0.404
A0345,2024-01,49,885,0.364
A0345,2024-02,46,659,0.41
A0345,2024-03,13,198,0.642
A0345,2024-04,10,172,0.111
A0345,2024-05,1,21,0.248
A0345,2024-06,1,20,0.256
A0346,2024-01,234,4256,0.455
A0346,2024-02,237,3658,0.633
A0346,2024-03,239,3914,0.627
A0346,2024-04,235,1926,0.606
A0346,2024-05,269,4283,0.412
A0346,2024-06,244,2067,0.586
A0347,2024-01,348,8602,0.165
A0347,2024-02,318,2955,0.318
A0347,2024-03,320,5401,0.358
A0347,2024-04,321,3696,0.252
A0347,2024-05,284,6318,0.412
A0347,2024-06,280,6967,0.02
A0348,2024-01,83,1278,0.558
A0348,2024-02,75,1379,0.553
A0348,2024-03,57,604,0.338
A0348,2024-04,44,702,0.417
A0348,2024-05,22,366,0.447
A0348,2024-06,1,12,0.229
A0349,2024-01,45,1039,0.473
A0349,2024-02,48,1003,0.665
A0349,2024-03,63,1437,0.622
A0349,2024-04,75,1545,0.766
A0349,2024-05,51,1268,0.588
A0349,2024-06,49,612,0.838
A0350,2024-01,79,1195,0.291
A0350,2024-02,65,1381,0.575
A0350,2024-03,69,1074,0.713
A0350,2024-04,95,1790,0.636
A0350,2024-05,109,1772,0.414
A0350,2024-06,105,2173,0.77
A0351,2024-01,237,1989,0.52
A0351,2024-02,225,2205,0.557
A0351,2024-03,229,1932,0.538
A0351,2024-04,190,1894,0.386
A0351,2024-05,192,3317,0.425
A0351,2024-06,167,2950,0.206
A0352,2024-01,114,2161,0.746
A0352,2024-02,121,2392,0.381
A0352,2024-03,125,2350,0.831
A0352,2024-04,128,1775,0.34
A0352,2024-05,147,3308,0.728
A0352,2024-06,137,1415,0.595
A0353,2024-01,352,6476,0.552
A0353,2024-02,320,6814,0.195
A0353,2024-03,308,3646,0.797
A0353,2024-04,296,5906,0.283
A0353,2024-05,260,4538,0.454
A0353,2024-06,258,3624,0.4
A0354,2024-01,139,2938,0.381
A0354,2024-02,124,1360,0.442
A0354,2024-03,121,1249,0.514
A0354,2024-04,93,2012,0.566
A0354,2024-05,65,1592,0.22
A0354,2024-06,65,1615,0.251
A0355,2024-01,123,1532,0.223
A0355,2024-02,128,2132,0.15
A0355,2024-03,116,1733,0.47
A0355,2024-04,88,1340,0.496
A0355,2024-05,51,716,0.345
A0355,2024-06,32,533,0.29
A0356,2024-01,57,1284,0.446
A0356,2024-02,57,802,0.319
A0356,2024-03,20,492,0.208
A0356,2024-04,21,192,0.485
A0356,2024-05,1,12,0.155
A0356,2024-06,1,10,0.134
A0357,2024-01,148,1244,0.5
A0357,2024-02,118,978,0.55
A0357,2024-03,89,1043,0.162
A0357,2024-04,58,1015,0.433
A0357,2024-05,53,1088,0.635
A0357,2024-06,42,488,0.333
A0358,2024-01,66,1300,0.171
A0358,2024-02,20,336,0.005
A0358,2024-03,25,432,0.242
A0358,2024-04,1,18,0.226
A0358,2024-05,1,11,0.334
A0358,2024-06,1,22,0.595
A0359,2024-01,219,5060,0.509
A0359,2024-02,228,5364,0.475
A0359,2024-03,224,3870,0.474
A0359,2024-04,232,3973,0.775
A0359,2024-05,263,5105,0.594
A0359,2024-06,244,2018,0.401
A0360,2024-01,90,1923,0.568
A0360,2024-02,73,1055,0.204
A0360,2024-03,40,377,0.452
A0360,2024-04,25,552,0.326
A0360,2024-05,22,234,0.64
A0360,2024-06,1,23,0.323
A0361,2024-01,340,5180,0.47
A0361,2024-02,348,4301,0.558
A0361,2024-03,353,8715,0.649
A0361,2024-04,377,5638,0.668
A0361,2024-05,345,5965,0.872
A0361,2024-06,339,4683,0.444
A0362,2024-01,378,3856,0.243
A0362,2024-02,409,7481,0.531
A0362,2024-03,397,5097,0.603
A0362,2024-04,421,7643,0.48
A0362,2024-05,419,8497,0.674
A0362,2024-06,424,6213,0.545
A0363,2024-01,238,2509,0.484
A0363,2024-02,245,6109,0.53
A0363,2024-03,250,4452,0.578
A0363,2024-04,264,2413,0.214
A0363,2024-05,221,4210,0.429
A0363,2024-06,238,5012,0.725
A0364,2024-01,161,2413,0.401
A0364,2024-02,147,3352,0.362
A0364,2024-03,125,2952,0.458
A0364,2024-04,112,943,0.553
A0364,2024-05,105,2243,0.672
A0364,2024-06,66,1156,0.348
A0365,2024-01,114,1979,0.402
A0365,2024-02,125,2182,0.356
A0365,2024-03,109,966,0.254
A0365,2024-04,100,2225,0.274
A0365,2024-05,92,1217,0.251
A0365,2024-06,38,760,0.371
A0366,2024-01,188,3581,0.164
A0366,2024-02,162,2913,0.46
A0366,2024-03,162,1996,0.416
A0366,2024-04,145,1831,0.559
A0366,2024-05,104,1958,0.28
A0366,2024-06,106,1870,0.567
A0367,2024-01,232,3599,0.649
A0367,2024-02,250,3319,0.25
A0367,2024-03,221,1891,0.781
A0367,2024-04,233,4409,0.498
A0367,2024-05,277,3961,0.614
A0367,2024-06,270,4135,0.358
A0368,2024-01,385,5852,0.562
A0368,2024-02,401,9719,0.286
A0368,2024-03,362,4411,0.73
A0368,2024-04,392,8381,0.684
A0368,2024-05,399,5984,0.693
A0368,2024-06,385,8906,0.58
A0369,2024-01,227,2670,0.216
A0369,2024-02,223,3887,0.342
A0369,2024-03,208,2326,0.219
A0369,2024-04,189,1768,0.611
A0369,2024-05,169,1611,0.401
A0369,2024-06,135,3145,0.316
A0370,2024-01,277,4676,0.485
A0370,2024-02,246,5301,0.454
A0370,2024-03,245,3009,0.544
A0370,2024-04,259,5137,0.491
A0370,2024-05,263,5305,0.591
A0370,2024-06,301,4741,0.841
A0371,2024-01,71,797,0.619
A0371,2024-02,72,725,0.623
A0371,2024-03,62,1030,0.681
A0371,2024-04,94,2220,0.437
A0371,2024-05,102,1563,0.902
A0371,2024-06,104,1114,0.687
A0372,2024-01,351,6149,0.73
A0372,2024-02,332,8008,0.391
A0372,2024-03,334,3341,0.591
A0372,2024-04,337,7204,0.536
A0372,2024-05,320,3187,0.499
A0372,2024-06,326,7909,0.567
A0373,2024-01,76,769,0.752
A0373,2024-02,82,836,0.678
A0373,2024-03,78,1168,0.573
A0373,2024-04,85,1483,0.379
A0373,2024-05,89,1043,0.386
A0373,2024-06,81,697,0.683
A0374,2024-01,138,3420,0.795
A0374,2024-02,147,1813,0.564
A0374,2024-03,140,2842,0.419
A0374,2024-04,137,1415,0.291
A0374,2024-05,148,1344,0.455
A0374,2024-06,149,3313,0.554
A0375,2024-01,270,5688,0.338
A0375,2024-02,246,4104,0.554
A0375,2024-03,226,4129,0.255
A0375,2024-04,218,5252,0.306
A0375,2024-05,213,2754,0.319
A0375,2024-06,195,2957,0.265
A0376,2024-01,341,3579,0.331
A0376,2024-02,310,2841,0.386
A0376,2024-03,285,2713,0.577
A0376,2024-04,269,3963,0.553
A0376,2024-05,266,4540,0.198
A0376,2024-06,264,5795,0.267
A0377,2024-01,337,7465,0.518
A0377,2024-02,346,7044,0.464
A0377,2024-03,333,6307,0.353
A0377,2024-04,368,7106,0.445
A0377,2024-05,348,2984,0.316
A0377,2024-06,374,3293,0.61
A0378,2024-01,213,2239,0.519
A0378,2024-02,200,3499,0.398
A0378,2024-03,159,2794,0.542
A0378,2024-04,155,2046,0.261
A0378,2024-05,149,1881,0.23
A0378,2024-06,105,1405,0.183
A0379,2024-01,276,2601,0.24
A0379,2024-02,211,3333,0.365
A0379,2024-03,214,4423,0.066
A0379,2024-04,172,2602,0.768
A0379,2024-05,180,3024,0.166
A0379,2024-06,126,1817,0.335
A0380,2024-01,315,6996,0.203
A0380,2024-02,318,6342,0.309
A0380,2024-03,283,6231,0.222
A0380,2024-04,277,5331,0.326
A0380,2024-05,267,2697,0.458
A0380,2024-06,241,5705,0.332
A0381,2024-01,216,3186,0.573
A0381,2024-02,225,3299,0.234
A0381,2024-03,220,4053,0.661
A0381,2024-04,215,3421,0.408
A0381,2024-05,209,2625,0.328
A0381,2024-06,229,3649,0.715
A0382,2024-01,283,3651,0.398
A0382,2024-02,263,2303,0.46
A0382,2024-03,238,2502,0.0
A0382,2024-04,208,2090,0.287
A0382,2024-05,203,2503,0.291
A0382,2024-06,184,3350,0.055
A0383,2024-01,288,5540,0.603
A0383,2024-02,273,5093,0.564
A0383,2024-03,268,4174,0.665
A0383,2024-04,291,4180,0.467
A0383,2024-05,261,5607,0.524
A0383,2024-06,268,5369,0.328
A0384,2024-01,182,1636,0.334
A0384,2024-02,195,3210,0.507
A0384,2024-03,201,4686,0.18
A0384,2024-04,161,3099,0.103
A0384,2024-05,169,2506,0.425
A0384,2024-06,113,1983,0.064
A0385,2024-01,80,1710,0.36
A0385,2024-02,70,751,0.319
A0385,2024-03,45,411,0.415
A0385,2024-04,62,997,0.083
A0385,2024-05,9,102,0.542
A0385,2024-06,1,11,0.0
A0386,2024-01,259,4596,0.586
A0386,2024-02,245,2072,0.332
A0386,2024-03,247,4176,0.718
A0386,2024-04,261,2438,0.546
A0386,2024-05,265,6019,0.44
A0386,2024-06,259,5981,0.548
A0387,2024-01,286,6913,0.256
A0387,2024-02,232,4025,0.215
A0387,2024-03,245,5265,0.195
A0387,2024-04,208,4685,0.37
A0387,2024-05,198,4274,0.425
A0387,2024-06,188,2534,0.256
A0388,2024-01,206,4248,0.471
A0388,2024-02,188,2981,0.347
A0388,2024-03,173,3583,0.155
A0388,2024-04,176,4253,0.374
A0388,2024-05,143,1307,0.236
A0388,2024-06,118,2825,0.644
A0389,2024-01,341,5299,0.53
A0389,2024-02,334,4024,0.565
A0389,2024-03,315,6517,0.776
A0389,2024-04,304,2808,0.515
A0389,2024-05,340,8495,0.603
A0389,2024-06,343,6971,0.569
A0390,2024-01,144,3185,0.384
A0390,2024-02,147,1850,0.606
A0390,2024-03,129,1224,0.258
A0390,2024-04,118,1752,0.12
A0390,2024-05,96,1733,0.416
A0390,2024-06,63,1090,0.268
A0391,2024-01,311,5025,0.557
A0391,2024-02,314,3536,0.738
A0391,2024-03,285,4108,0.631
A0391,2024-04,303,2995,0.42
A0391,2024-05,302,5192,0.34
A0391,2024-06,293,4902,0.577
A0392,2024-01,237,5189,0.288
A0392,2024-02,225,4744,0.291
A0392,2024-03,178,2942,0.402
A0392,2024-04,154,3149,0.137
A0392,2024-05,169,1665,0.338
A0392,2024-06,150,1974,0.284
A0393,2024-01,60,1346,0.722
A0393,2024-02,74,1066,0.253
A0393,2024-03,73,657,0.368
A0393,2024-04,82,732,0.479
A0393,2024-05,100,1060,0.476
A0393,2024-06,91,1674,0.513
A0394,2024-01,238,3903,0.438
A0394,2024-02,200,4179,0.506
A0394,2024-03,219,3076,0.341
A0394,2024-04,199,4249,0.138
A0394,2024-05,171,4183,0.355
A0394,2024-06,179,3282,0.276
A0395,2024-01,67,949,0.536
A0395,2024-02,79,636,0.423
A0395,2024-03,26,301,0.344
A0395,2024-04,2,46,0.068
A0395,2024-05,1,12,0.406
A0395,2024-06,1,16,0.585
A0396,2024-01,179,3625,0.331
