account_id,account_name,plan,region,seats,mrr,contract_start,churned,churn_reason_code,days_to_observed_churn
A0325,Acme Tenant 0325,Enterprise,NA,5,499.0,2023-06-03,1,support,56
A0326,Acme Tenant 0326,Pro,EU,21,476.0,2023-06-07,1,low_usage,19
A0327,Acme Tenant 0327,Pro,APAC,54,1190.0,2024-01-18,1,price,107
A0328,Acme Tenant 0328,Starter,NA,63,468.0,2023-01-28,1,price,38
A0329,Acme Tenant 0329,Pro,EU,58,1309.0,2023-09-05,0,none,-1
A0330,Acme Tenant 0330,Starter,APAC,49,351.0,2023-12-22,0,none,-1
A0331,Acme Tenant 0331,Starter,EU,12,78.0,2023-10-24,0,none,-1
A0332,Acme Tenant 0332,Starter,NA,35,273.0,2023-11-16,1,competitor,116
A0333,Acme Tenant 0333,Starter,NA,47,351.0,2024-01-13,1,competitor,92
A0334,Acme Tenant 0334,Starter,EU,2,39.0,2024-04-17,1,none,44
A0335,Acme Tenant 0335,Starter,NA,58,429.0,2023-08-21,1,none,74
A0336,Acme Tenant 0336,Starter,EU,62,468.0,2024-01-14,1,price,65
A0337,Acme Tenant 0337,Starter,APAC,79,585.0,2023-01-02,1,support,39
A0338,Acme Tenant 0338,Pro,NA,49,1071.0,2023-09-23,1,competitor,84
A0339,Acme Tenant 0339,Pro,NA,71,1666.0,2024-04-02,1,price,92
A0340,Acme Tenant 0340,Enterprise,EU,156,15469.0,2023-02-17,0,none,-1
A0341,Acme Tenant 0341,Starter,NA,31,234.0,2023-12-01,0,none,-1
A0342,Acme Tenant 0342,Starter,NA,66,507.0,2023-03-31,0,none,-1
A0343,Acme Tenant 0343,Starter,EU,77,585.0,2023-05-14,1,none,37
A0344,Acme Tenant 0344,Pro,NA,79,1785.0,2024-01-26,0,none,-1
A0345,Acme Tenant 0345,Starter,EU,69,507.0,2024-03-31,1,none,95
A0346,Acme Tenant 0346,Pro,EU,49,1071.0,2023-01-20,0,none,-1
A0347,Acme Tenant 0347,Pro,NA,44,952.0,2023-06-22,1,low_usage,34
A0348,Acme Tenant 0348,Enterprise,APAC,149,14471.0,2023-12-29,1,support,108
A0349,Acme Tenant 0349,Starter,EU,52,390.0,2023-05-04,0,none,-1
A0350,Acme Tenant 0350,Starter,EU,13,78.0,2023-05-05,0,none,-1
A0351,Acme Tenant 0351,Starter,EU,38,273.0,2023-03-17,1,competitor,68
A0352,Acme Tenant 0352,Enterprise,NA,133,12974.0,2023-04-13,0,none,-1
A0353,Acme Tenant 0353,Starter,APAC,32,234.0,2023-12-24,1,none,82
A0354,Acme Tenant 0354,Starter,NA,50,390.0,2023-09-14,1,competitor,76
A0355,Acme Tenant 0355,Starter,APAC,34,234.0,2024-01-05,1,none,30
A0356,Acme Tenant 0356,Starter,EU,62,468.0,2023-03-06,1,support,78
A0357,Acme Tenant 0357,Pro,NA,11,238.0,2023-02-03,1,competitor,103
A0358,Acme Tenant 0358,Pro,NA,18,357.0,2024-04-22,1,support,95
A0359,Acme Tenant 0359,Pro,NA,75,1785.0,2023-01-23,0,none,-1
A0360,Acme Tenant 0360,Starter,EU,30,234.0,2023-10-25,1,support,65
A0361,Acme Tenant 0361,Pro,EU,46,1071.0,2023-11-07,0,none,-1
A0362,Acme Tenant 0362,Starter,APAC,14,78.0,2023-02-11,0,none,-1
A0363,Acme Tenant 0363,Pro,NA,71,1666.0,2023-10-05,0,none,-1
A0364,Acme Tenant 0364,Starter,NA,51,390.0,2023-06-14,1,competitor,30
A0365,Acme Tenant 0365,Starter,NA,65,507.0,2023-03-22,1,competitor,74
A0366,Acme Tenant 0366,Pro,APAC,11,238.0,2024-03-16,1,none,18
A0367,Acme Tenant 0367,Starter,NA,15,117.0,2023-04-05,0,none,-1
A0368,Acme Tenant 0368,Pro,EU,46,1071.0,2023-09-17,0,none,-1
A0369,Acme Tenant 0369,Pro,EU,65,1547.0,2023-05-28,1,support,89
A0370,Acme Tenant 0370,Pro,NA,70,1666.0,2023-01-02,0,none,-1
A0371,Acme Tenant 0371,Enterprise,APAC,151,14970.0,2023-12-29,0,none,-1
A0372,Acme Tenant 0372,Pro,APAC,15,357.0,2024-03-06,0,none,-1
A0373,Acme Tenant 0373,Pro,NA,35,833.0,2023-01-02,0,none,-1
A0374,Acme Tenant 0374,Pro,NA,2,119.0,2023-11-28,0,none,-1
A0375,Acme Tenant 0375,Pro,EU,79,1785.0,2023-06-05,1,low_usage,115
A0376,Acme Tenant 0376,Starter,NA,78,585.0,2023-11-11,1,support,111
A0377,Acme Tenant 0377,Starter,APAC,63,468.0,2024-01-24,0,none,-1
A0378,Acme Tenant 0378,Starter,NA,34,234.0,2023-09-15,1,competitor,68
A0379,Acme Tenant 0379,Pro,APAC,67,1547.0,2024-04-02,1,support,10
A0380,Acme Tenant 0380,Starter,NA,51,390.0,2023-08-12,1,price,26
A0381,Acme Tenant 0381,Pro,NA,34,714.0,2023-04-13,0,none,-1
A0382,Acme Tenant 0382,Pro,EU,39,833.0,2023-02-04,1,none,101
A0383,Acme Tenant 0383,Enterprise,APAC,44,3992.0,2024-01-29,0,none,-1
A0384,Acme Tenant 0384,Starter,APAC,15,117.0,2023-03-15,1,none,51
A0385,Acme Tenant 0385,Pro,NA,44,952.0,2023-08-06,1,competitor,88
A0386,Acme Tenant 0386,Pro,NA,24,476.0,2024-05-08,0,none,-1
A0387,Acme Tenant 0387,Starter,NA,9,39.0,2024-04-09,1,low_usage,112
A0388,Acme Tenant 0388,Pro,NA,35,833.0,2024-04-17,1,price,17
A0389,Acme Tenant 0389,Starter,EU,57,429.0,2023-01-06,0,none,-1
A0390,Acme Tenant 0390,Enterprise,EU,54,4990.0,2023-05-01,1,competitor,20
A0391,Acme Tenant 0391,Pro,APAC,48,1071.0,2023-03-09,0,none,-1
A0392,Acme Tenant 0392,Starter,EU,39,273.0,2023-04-19,1,none,15
A0393,Acme Tenant 0393,Pro,APAC,5,119.0,2023-11-07,0,none,-1
A0394,Acme Tenant 0394,Pro,NA,79,1785.0,2023-04-29,1,support,106
A0395,Acme Tenant 0395,Enterprise,APAC,192,18962.0,2024-01-19,1,none,88
A0396,Acme Tenant 0396,Starter,APAC,24,156.0,2023-06-04,1,low_usage,56
A0397,Acme Tenant 0397,Starter,NA,2,39.0,2023-04-20,1,none,89
A0398,Acme Tenant 0398,Starter,APAC,54,390.0,2024-04-21,0,none,-1
A0399,Acme Tenant 0399,Enterprise,APAC,163,15968.0,2023-03-09,0,none,-1
A0400,Acme Tenant 0400,Starter,NA,57,429.0,2024-02-13,0,none,-1
A0401,Acme Tenant 0401,Starter,EU,29,195.0,2024-05-04,1,low_usage,77
A0402,Acme Tenant 0402,Starter,APAC,49,351.0,2023-08-01,1,support,38
A0403,Acme Tenant 0403,Enterprise,APAC,239,23453.0,2023-12-12,0,none,-1
A0404,Acme Tenant 0404,Pro,APAC,29,595.0,2023-07-01,0,none,-1
A0405,Acme Tenant 0405,Starter,NA,79,585.0,2023-09-16,1,competitor,70
A0406,Acme Tenant 0406,Pro,NA,75,1785.0,2023-08-03,0,none,-1
A0407,Acme Tenant 0407,Starter,NA,49,351.0,2024-03-19,1,price,44
A0408,Acme Tenant 0408,Starter,EU,12,78.0,2024-01-26,1,low_usage,73
A0409,Acme Tenant 0409,Starter,APAC,45,351.0,2023-03-23,1,support,25
A0410,Acme Tenant 0410,Starter,APAC,64,468.0,2023-10-21,0,none,-1
A0411,Acme Tenant 0411,Starter,APAC,52,390.0,2023-12-22,1,support,32
A0412,Acme Tenant 0412,Pro,NA,46,1071.0,2023-12-07,0,none,-1
A0413,Acme Tenant 0413,Pro,NA,77,1785.0,2023-03-03,0,none,-1
A0414,Acme Tenant 0414,Starter,NA,75,585.0,2023-07-17,0,none,-1
A0415,Acme Tenant 0415,Pro,EU,41,952.0,2023-02-06,0,none,-1
A0416,Acme Tenant 0416,Pro,APAC,23,476.0,2023-12-02,1,none,11
A0417,Acme Tenant 0417,Enterprise,NA,91,8982.0,2023-11-25,1,support,60
A0418,Acme Tenant 0418,Starter,EU,7,39.0,2023-06-14,1,support,107
A0419,Acme Tenant 0419,Starter,NA,35,273.0,2023-11-06,1,support,53
A0420,Acme Tenant 0420,Starter,EU,25,195.0,2023-12-18,0,none,-1
A0421,Acme Tenant 0421,Pro,NA,16,357.0,2023-08-11,0,none,-1
A0422,Acme Tenant 0422,Pro,NA,47,1071.0,2023-12-15,1,low_usage,65
A0423,Acme Tenant 0423,Starter,APAC,13,78.0,2023-04-18,0,none,-1
A0424,Acme Tenant 0424,Pro,NA,14,238.0,2023-12-04,1,none,91
A0425,Acme Tenant 0425,Pro,NA,34,714.0,2023-11-15,0,none,-1
A0426,Acme Tenant 0426,Pro,EU,72,1666.0,2023-01-03,0,none,-1
A0427,Acme Tenant 0427,Starter,EU,18,117.0,2023-06-26,0,none,-1
A0428,Acme Tenant 0428,Enterprise,APAC,195,19461.0,2023-02-21,0,none,-1
A0429,Acme Tenant 0429,Pro,NA,24,476.0,2023-04-27,1,none,63
A0430,Acme Tenant 0430,Starter,NA,55,429.0,2024-02-26,1,support,29
A0431,Acme Tenant 0431,Starter,NA,70,546.0,2023-10-05,0,none,-1
A0432,Acme Tenant 0432,Pro,NA,66,1547.0,2023-06-18,1,low_usage,110
A0433,Acme Tenant 0433,Enterprise,EU,201,19960.0,2024-02-28,0,none,-1
A0434,Acme Tenant 0434,Starter,NA,48,351.0,2023-04-22,1,support,46
A0435,Acme Tenant 0435,Starter,NA,40,312.0,2023-06-01,1,low_usage,22
A0436,Acme Tenant 0436,Starter,NA,49,351.0,2024-03-01,1,low_usage,106
A0437,Acme Tenant 0437,Starter,NA,15,117.0,2023-05-06,1,low_usage,99
A0438,Acme Tenant 0438,Starter,NA,62,468.0,2023-08-21,1,competitor,99
A0439,Acme Tenant 0439,Starter,EU,61,468.0,2023-02-22,1,price,100
A0440,Acme Tenant 0440,Pro,EU,57,1309.0,2023-09-29,0,none,-1
A0441,Acme Tenant 0441,Pro,NA,59,1309.0,2024-03-03,0,none,-1
A0442,Acme Tenant 0442,Pro,EU,7,119.0,2023-09-18,0,none,-1
A0443,Acme Tenant 0443,Pro,NA,20,476.0,2024-02-04,1,none,94
A0444,Acme Tenant 0444,Starter,NA,19,117.0,2023-01-30,1,price,88
A0445,Acme Tenant 0445,Starter,EU,5,39.0,2024-01-27,1,price,22
A0446,Acme Tenant 0446,Starter,NA,76,585.0,2024-03-07,0,none,-1
A0447,Acme Tenant 0447,Starter,EU,25,195.0,2023-06-25,1,support,95
A0448,Acme Tenant 0448,Starter,NA,74,546.0,2024-05-07,0,none,-1
A0449,Acme Tenant 0449,Enterprise,EU,122,11976.0,2023-08-11,0,none,-1
A0450,Acme Tenant 0450,Enterprise,APAC,246,24451.0,2023-10-15,0,none,-1
A0451,Acme Tenant 0451,Starter,NA,1,39.0,2024-04-11,1,price,20
A0452,Acme Tenant 0452,Starter,EU,28,195.0,2023-09-11,1,support,80
A0453,Acme Tenant 0453,Starter,EU,12,78.0,2024-04-08,1,support,78
A0454,Acme Tenant 0454,Starter,NA,33,234.0,2023-05-17,1,none,10
A0455,Acme Tenant 0455,Starter,EU,26,195.0,2023-06-05,1,support,15
A0456,Acme Tenant 0456,Starter,NA,5,39.0,2023-08-29,1,support,42
A0457,Acme Tenant 0457,Starter,APAC,16,117.0,2023-12-06,0,none,-1
A0458,Acme Tenant 0458,Proo,APAC,73,546.0,2024-02-12,1,none,36
A0459,Acme Tenant 0459,Starter,NA,76,585.0,2023-06-13,1,low_usage,62
A0460,Acme Tenant 0460,Proo,EU,16,357.0,2023-12-06,0,none,-1
A0461,Acme Tenant 0461,Starter,NA,14,78.0,2023-09-19,0,none,-1
A0462,Acme Tenant 0462,Pro,EU,54,1190.0,2024-01-14,1,none,39
A0463,Acme Tenant 0463,Pro,NA,14,238.0,2023-01-22,1,none,27
A0464,Acme Tenant 0464,Pro,EU,6,119.0,2023-07-09,0,none,-1
A0465,Acme Tenant 0465,Pro,NA,75,1785.0,2023-05-26,1,support,112
A0466,Acme Tenant 0466,Starter,APAC,13,78.0,2023-05-07,0,none,-1
A0467,Acme Tenant 0467,Pro,NA,41,952.0,2023-01-30,1,price,72
A0468,Acme Tenant 0468,Starter,NA,22,156.0,2023-08-20,0,none,-1
A0469,Acme Tenant 0469,Pro,APAC,43,952.0,2024-02-17,1,price,71
A0470,Acme Tenant 0470,Enterprise,NA,14,998.0,2023-12-07,1,support,10
A0471,Acme Tenant 0471,Starter,NA,59,429.0,2024-02-08,1,none,6
A0472,Acme Tenant 0472,Starter,NA,7,39.0,2023-10-05,1,low_usage,58
A0473,Acme Tenant 0473,Starter,EU,50,390.0,2023-08-26,0,none,-1
A0474,Acme Tenant 0474,Pro,NA,19,357.0,2024-02-28,0,none,-1
A0475,Acme Tenant 0475,Starter,APAC,29,195.0,2024-05-13,1,competitor,96
A0476,Acme Tenant 0476,Enterprise,NA,153,14970.0,2024-02-18,1,price,40
A0477,Acme Tenant 0477,Pro,NA,79,1785.0,2023-07-27,0,none,-1
A0478,Acme Tenant 0478,Pro,NA,19,357.0,2023-01-12,0,none,-1
A0479,Acme Tenant 0479,Starter,EU,63,468.0,2023-04-15,1,none,96
A0480,Acme Tenant 0480,Starter,NA,58,429.0,2023-11-22,0,none,-1
A0481,Acme Tenant 0481,Starter,APAC,4,39.0,2023-07-19,1,price,34
A0482,Acme Tenant 0482,Starter,APAC,52,390.0,2023-12-20,1,price,39
A0483,Acme Tenant 0483,Pro,EU,76,1785.0,2023-07-21,1,none,84
A0484,Acme Tenant 0484,Pro,EU,35,833.0,2023-12-20,0,none,-1
A0485,Acme Tenant 0485,Enterprise,APAC,81,7984.0,2023-10-04,0,none,-1
A0486,Acme Tenant 0486,Pro,EU,44,952.0,2023-10-31,0,none,-1
A0487,Acme Tenant 0487,Starter,NA,62,468.0,2024-01-20,0,none,-1
A0488,Acme Tenant 0488,Starter,NA,53,390.0,2023-03-22,1,support,117
A0489,Acme Tenant 0489,Starter,APAC,11,78.0,2024-02-03,1,none,47
A0490,Acme Tenant 0490,Starter,EU,1,39.0,2024-03-29,1,price,42
A0491,Acme Tenant 0491,Starter,NA,12,78.0,2023-01-14,1,support,27
A0492,Acme Tenant 0492,Starter,APAC,24,156.0,2023-04-16,1,price,94
A0493,Acme Tenant 0493,Pro,EU,12,238.0,2023-07-08,0,none,-1
A0494,Acme Tenant 0494,Starter,NA,58,429.0,2023-07-19,1,price,44
A0495,Acme Tenant 0495,Pro,NA,27,595.0,2023-04-12,1,competitor,106
A0496,Acme Tenant 0496,Pro,NA,27,595.0,2024-03-08,1,price,24
A0497,Acme Tenant 0497,Pro,EU,57,1309.0,2023-03-24,0,none,-1
A0498,Acme Tenant 0498,Pro,EU,51,1190.0,2023-05-07,0,none,-1
A0499,Acme Tenant 0499,Starter,NA,41,312.0,2023-06-20,0,none,-1
A0500,Acme Tenant 0500,Starter,NA,67,507.0,2023-04-01,0,none,-1
A0501,Acme Tenant 0501,Starter,NA,16,117.0,2023-06-01,1,support,119
A0502,Acme Tenant 0502,Pro,NA,31,714.0,2023-10-27,1,none,45
A0503,Acme Tenant 0503,Pro,EU,37,833.0,2024-03-01,0,none,-1
A0504,Acme Tenant 0504,Starter,EU,69,507.0,2023-10-03,1,competitor,32
A0505,Acme Tenant 0505,Starter,NA,25,195.0,2023-09-07,1,support,99
A0506,Acme Tenant 0506,Enterprise,NA,94,8982.0,2023-02-04,0,none,-1
A0507,Acme Tenant 0507,Starter,APAC,46,351.0,2023-03-20,1,none,73
A0508,Acme Tenant 0508,Pro,APAC,25,595.0,2024-01-17,0,none,-1
A0509,Acme Tenant 0509,Enterprise,NA,168,16467.0,2023-08-22,0,none,-1
A0510,Acme Tenant 0510,Starter,APAC,6,39.0,2023-11-06,1,price,89
A0511,Acme Tenant 0511,Pro,NA,30,714.0,2023-12-16,1,price,87
A0512,Acme Tenant 0512,Enterprise,NA,91,8982.0,2023-06-25,0,none,-1
A0513,Acme Tenant 0513,Pro,NA,1,119.0,2024-04-25,0,none,-1
A0514,Acme Tenant 0514,Starter,EU,52,390.0,2023-08-29,1,price,61
A0515,Acme Tenant 0515,Starter,EU,61,468.0,2023-02-21,0,none,-1
A0516,Acme Tenant 0516,Starter,APAC,41,312.0,2023-01-03,0,none,-1
A0517,Acme Tenant 0517,Pro,EU,39,833.0,2023-01-25,0,none,-1
A0518,Acme Tenant 0518,Pro,EU,26,595.0,2024-04-11,1,price,77
A0519,Acme Tenant 0519,Starter,NA,8,39.0,2024-03-17,0,none,-1
A0520,Acme Tenant 0520,Enterprise,EU,131,12974.0,2023-11-11,0,none,-1
A0521,Acme Tenant 0521,Pro,NA,43,952.0,2024-03-03,1,none,42
A0522,Acme Tenant 0522,Starter,APAC,20,156.0,2023-07-10,1,low_usage,96
A0523,Acme Tenant 0523,Enterprise,APAC,133,12974.0,2024-02-20,0,none,-1
A0524,Acme Tenant 0524,Pro,NA,28,595.0,2023-07-21,0,none,-1
A0525,Acme Tenant 0525,Pro,NA,1,119.0,2023-08-20,0,none,-1
A0526,Acme Tenant 0526,Pro,EU,47,1071.0,2024-02-09,0,none,-1
A0527,Acme Tenant 0527,Pro,NA,9,119.0,2024-05-05,0,none,-1
A0528,Acme Tenant 0528,Starter,NA,3,39.0,2023-12-17,1,competitor,43
A0529,Acme Tenant 0529,Starter,NA,37,273.0,2023-01-01,1,low_usage,42
A0530,Acme Tenant 0530,Enterprise,APAC,223,21956.0,2023-11-10,0,none,-1
A0531,Acme Tenant 0531,Enterprise,NA,167,16467.0,2024-03-18,0,none,-1
A0532,Acme Tenant 0532,Starter,NA,16,117.0,2023-05-23,1,competitor,72
A0533,Acme Tenant 0533,Pro,APAC,12,238.0,2024-01-14,1,low_usage,29
A0534,Acme Tenant 0534,Pro,NA,43,952.0,2024-02-05,1,competitor,72
A0535,Acme Tenant 0535,Starter,APAC,42,312.0,2023-02-19,0,none,-1
A0536,Acme Tenant 0536,Pro,NA,11,238.0,2023-09-04,1,price,52
A0537,Acme Tenant 0537,Pro,NA,9,119.0,2023-11-20,1,support,10
A0538,Acme Tenant 0538,Starter,NA,26,195.0,2023-12-02,0,none,-1
A0539,Acme Tenant 0539,Starter,NA,41,312.0,2023-09-09,1,none,77
A0540,Acme Tenant 0540,Pro,APAC,75,1785.0,2023-07-08,1,support,68
A0541,Acme Tenant 0541,Starter,APAC,5,39.0,2023-05-19,1,support,60
A0542,Acme Tenant 0542,Starter,NA,14,78.0,2023-05-06,0,none,-1
A0543,Acme Tenant 0543,Enterprise,NA,14,998.0,2024-05-07,1,price,45
A0544,Acme Tenant 0544,Starter,NA,36,273.0,2023-10-09,0,none,-1
A0545,Acme Tenant 0545,Pro,NA,28,595.0,2024-02-12,1,support,59
A0546,Acme Tenant 0546,Pro,EU,40,952.0,2023-06-08,0,none,-1
A0547,Acme Tenant 0547,Starter,EU,5,39.0,2023-07-10,1,competitor,72
A0548,Acme Tenant 0548,Starter,NA,12,78.0,2024-04-26,0,none,-1
A0549,Acme Tenant 0549,Pro,NA,31,714.0,2023-04-13,0,none,-1
A0550,Acme Tenant 0550,Starter,APAC,35,273.0,2023-09-13,1,price,100
A0551,Acme Tenant 0551,Pro,APAC,4,119.0,2023-09-05,1,support,36
A0552,Acme Tenant 0552,Starter,EU,70,546.0,2023-02-25,1,none,86
A0553,Acme Tenant 0553,Pro,NA,49,1071.0,2023-11-08,1,price,80
A0554,Acme Tenant 0554,Enterprise,EU,29,2495.0,2023-04-06,0,none,-1
A0555,Acme Tenant 0555,Pro,EU,49,1071.0,2023-04-10,0,none,-1
A0556,Acme Tenant 0556,Pro,NA,34,714.0,2023-12-25,0,none,-1
A0557,Acme Tenant 0557,Starter,NA,6,39.0,2024-03-10,1,none,78
A0558,Acme Tenant 0558,Pro,NA,69,1547.0,2023-12-30,0,none,-1
A0559,Acme Tenant 0559,Pro,APAC,38,833.0,2023-01-27,0,none,-1
A0560,Acme Tenant 0560,Starter,NA,12,78.0,2023-10-01,0,none,-1
A0561,Acme Tenant 0561,Enterprise,APAC,10,998.0,2023-01-21,0,none,-1
A0562,Acme Tenant 0562,Starter,APAC,57,429.0,2023-04-25,0,none,-1
A0563,Acme Tenant 0563,Starter,NA,6,39.0,2024-01-20,0,none,-1
A0564,Acme Tenant 0564,Starter,EU,67,507.0,2024-01-25,0,none,-1
A0565,Acme Tenant 0565,Starter,NA,27,195.0,2024-05-09,1,price,21
A0566,Acme Tenant 0566,Starter,NA,1,39.0,2024-01-04,1,price,52
A0567,Acme Tenant 0567,Starter,NA,20,156.0,2023-05-10,0,none,-1
A0568,Acme Tenant 0568,Pro,APAC,60,1428.0,2023-08-31,1,price,49
A0569,Acme Tenant 0569,Pro,NA,12,238.0,2024-01-18,1,competitor,62
A0570,Acme Tenant 0570,Enterprise,EU,86,8483.0,2023-10-29,0,none,-1
A0571,Acme Tenant 0571,Starter,NA,6,39.0,2023-12-17,1,support,74
A0572,Acme Tenant 0572,Starter,APAC,14,78.0,2023-02-25,0,none,-1
A0573,Acme Tenant 0573,Pro,NA,61,1428.0,2023-06-12,0,none,-1
A0574,Acme Tenant 0574,Pro,EU,42,952.0,2024-04-18,0,none,-1
A0575,Acme Tenant 0575,Starter,APAC,2,39.0,2023-12-09,0,none,-1
A0576,Acme Tenant 0576,Pro,NA,33,714.0,2023-12-18,1,none,42
A0577,Acme Tenant 0577,Starter,APAC,4,39.0,2023-07-18,1,competitor,44
A0578,Acme Tenant 0578,Pro,EU,75,1785.0,2023-10-11,0,none,-1
A0579,Acme Tenant 0579,Pro,NA,22,476.0,2023-07-06,1,low_usage,15
A0580,Acme Tenant 0580,Starter,EU,57,429.0,2023-07-25,1,price,56
A0581,Acme Tenant 0581,Starter,NA,12,78.0,2024-05-11,1,price,6
A0582,Acme Tenant 0582,Pro,NA,66,1547.0,2024-02-07,1,price,24
A0583,Acme Tenant 0583,Pro,NA,67,1547.0,2024-01-14,1,price,102
A0584,Acme Tenant 0584,Starter,EU,32,234.0,2023-05-25,1,low_usage,45
A0585,Acme Tenant 0585,Starter,NA,55,429.0,2023-02-20,1,low_usage,103
A0586,Acme Tenant 0586,Enterprise,NA,112,10978.0,2023-08-12,1,none,80
A0587,Acme Tenant 0587,Starter,APAC,73,546.0,2023-11-22,1,competitor,59
A0588,Acme Tenant 0588,Starter,APAC,75,585.0,2024-01-31,1,low_usage,74
A0589,Acme Tenant 0589,Enterprise,APAC,247,24451.0,2024-01-12,0,none,-1
A0590,Acme Tenant 0590,Starter,NA,16,117.0,2023-05-31,0,none,-1
A0591,Acme Tenant 0591,Starter,EU,62,468.0,2023-09-08,1,price,47
A0592,Acme Tenant 0592,Pro,EU,15,357.0,2023-04-03,0,none,-1
A0593,Acme Tenant 0593,Starter,NA,5,39.0,2023-01-27,1,low_usage,43
A0594,Acme Tenant 0594,Starter,APAC,52,390.0,2023-11-05,1,competitor,98
A0595,Acme Tenant 0595,Pro,APAC,54,1190.0,2024-03-16,0,none,-1
A0596,Acme Tenant 0596,Pro,NA,1,119.0,2024-05-05,1,price,93
A0597,Acme Tenant 0597,Pro,APAC,3,119.0,2023-02-20,0,none,-1
A0598,Acme Tenant 0598,Enterprise,EU,29,2495.0,2024-03-19,0,none,-1
A0599,Acme Tenant 0599,Pro,EU,33,714.0,2023-06-20,1,low_usage,59
A0600,Acme Tenant 0600,Pro,NA,48,1071.0,2023-12-23,0,none,-1
A0601,Acme Tenant 0601,Enterprise,NA,132,12974.0,2024-01-18,0,none,-1
A0602,Acme Tenant 0602,Starter,NA,28,195.0,2023-05-19,1,price,92
A0603,Acme Tenant 0603,Pro,NA,17,357.0,2023-07-09,0,none,-1
A0604,Acme Tenant 0604,Pro,APAC,52,1190.0,2024-01-15,1,support,87
A0605,Acme Tenant 0605,Pro,NA,47,1071.0,2024-05-04,1,price,76
A0606,Acme Tenant 0606,Pro,EU,39,833.0,2023-10-17,0,none,-1
A0607,Acme Tenant 0607,Pro,NA,18,357.0,2023-11-06,1,low_usage,115
A0608,Acme Tenant 0608,Enterprise,EU,127,12475.0,2023-08-30,0,none,-1
A0609,Acme Tenant 0609,Pro,EU,41,952.0,2024-03-15,0,none,-1
A0610,Acme Tenant 0610,Enterprise,NA,138,13473.0,2024-01-06,1,low_usage,87
A0611,Acme Tenant 0611,Starter,EU,13,78.0,2023-04-28,0,none,-1
A0612,Acme Tenant 0612,Pro,APAC,23,476.0,2023-09-08,1,competitor,42
A0613,Acme Tenant 0613,Pro,APAC,35,833.0,2023-02-11,1,price,116
A0614,Acme Tenant 0614,Pro,APAC,50,1190.0,2023-08-25,0,none,-1
A0615,Acme Tenant 0615,Starter,NA,21,156.0,2023-01-24,1,competitor,94
A0616,Acme Tenant 0616,Enterprise,NA,88,8483.0,2023-12-25,1,low_usage,55
A0617,Acme Tenant 0617,Starter,APAC,32,234.0,2023-02-17,1,low_usage,39
A0618,Acme Tenant 0618,Pro,NA,60,1428.0,2023-01-08,0,none,-1
A0619,Acme Tenant 0619,Enterprise,EU,160,15968.0,2024-03-04,0,none,-1
A0620,Acme Tenant 0620,Pro,NA,34,714.0,2023-01-04,1,price,111
A0621,Acme Tenant 0621,Pro,APAC,60,1428.0,2024-04-27,1,none,91
A0622,Acme Tenant 0622,Starter,EU,56,429.0,2023-10-31,0,none,-1
A0623,Acme Tenant 0623,Pro,EU,58,1309.0,2024-01-25,0,none,-1
A0624,Acme Tenant 0624,Starter,EU,22,156.0,2023-04-26,1,none,70
A0625,Acme Tenant 0625,Starter,EU,53,390.0,2023-10-04,1,price,74
A0626,Acme Tenant 0626,Starter,APAC,23,156.0,2023-04-11,1,none,79
A0627,Acme Tenant 0627,Starter,EU,61,468.0,2023-09-02,0,none,-1
A0628,Acme Tenant 0628,Starter,APAC,75,585.0,2023-12-23,1,competitor,30
A0629,Acme Tenant 0629,Pro,NA,6,119.0,2023-05-30,1,low_usage,119
A0630,Acme Tenant 0630,Starter,NA,25,195.0,2024-03-18,0,none,-1
A0631,Acme Tenant 0631,Starter,NA,25,195.0,2023-03-08,1,none,90
A0632,Acme Tenant 0632,Starter,EU,51,390.0,2023-04-25,1,low_usage,43
A0633,Acme Tenant 0633,Pro,EU,60,1428.0,2023-07-29,0,none,-1
A0634,Acme Tenant 0634,Pro,NA,31,714.0,2023-08-29,1,price,105
A0635,Acme Tenant 0635,Pro,NA,52,1190.0,2023-10-25,1,price,99
A0636,Acme Tenant 0636,Starter,NA,24,156.0,2023-03-11,0,none,-1
A0637,Acme Tenant 0637,Starter,EU,53,390.0,2023-01-20,0,none,-1
A0638,Acme Tenant 0638,Enterprise,NA,195,19461.0,2024-03-14,0,none,-1
A0639,Acme Tenant 0639,Starter,EU,14,78.0,2024-01-24,1,competitor,23
A0640,Acme Tenant 0640,Enterprise,NA,85,8483.0,2023-03-04,0,none,-1
A0641,Acme Tenant 0641,Starter,NA,19,117.0,2024-02-16,1,low_usage,106
A0642,Acme Tenant 0642,Starter,NA,37,273.0,2023-04-29,1,low_usage,33
A0643,Acme Tenant 0643,Pro,NA,3,119.0,2023-09-19,0,none,-1
A0644,Acme Tenant 0644,Pro,EU,8,119.0,2024-03-05,1,low_usage,81
A0645,Acme Tenant 0645,Starter,EU,62,468.0,2023-05-15,1,low_usage,88
A0646,Acme Tenant 0646,Starter,EU,70,546.0,2023-10-30,1,none,67
A0647,Acme Tenant 0647,Starter,APAC,51,390.0,2023-02-09,0,none,-1
A0648,Acme Tenant 0648,Starter,NA,53,390.0,2023-06-21,0,none,-1
A0649,Acme Tenant 0649,Starter,NA,16,117.0,2024-04-22,0,none,-1
A0650,Acme Tenant 0650,Pro,NA,13,238.0,2024-03-14,1,price,77
A0651,Acme Tenant 0651,Enterprise,NA,32,2994.0,2023-09-13,1,none,59
