order_id,order_date,customer_id,product_id,quantity,revenue,status,channel
O10371,2024-02-14,C0202,SVC-RETAINER,1,1200.36,completed,sales_assisted
O10372,2024-02-14,C0073,SUB-ENTERPRISE,5,1946.7,completed,sales_assisted
O10373,2024-02-14,C0151,SUB-PRO,3,331.77,completed,web
O10374,2024-02-14,C0150,SUB-BASIC,5,240.02,completed,web
O10375,2024-02-15,C0174,SUB-BASIC,4,174.61,completed,partner
O10376,2024-02-15,C0227,SUB-BASIC,1,44.51,completed,sales_assisted
O10377,2024-02-15,C0131,SUB-ENTERPRISE,4,1454.8,completed,web
O10378,2024-02-15,C0151,HW-CABLE,4,119.14,completed,partner
O10379,2024-02-15,C0209,HW-SENSOR,4,831.01,completed,web
O10380,2024-02-15,C0267,HW-SENSOR,4,823.88,completed,partner
O10381,2024-02-15,C0078,HW-BUNDLE,5,3246.56,completed,web
O10382,2024-02-15,C0008,HW-BUNDLE,1,663.68,completed,web
O10383,2024-02-15,C0034,SUB-ENTERPRISE,5,1708.75,completed,web
O10384,2024-02-15,C0277,SVC-RETAINER,2,2513.29,completed,web
O10385,2024-02-15,C0159,HW-SENSOR,3,626.74,completed,web
O10386,2024-02-15,C0213,HW-BUNDLE,2,1403.52,completed,partner
O10387,2024-02-16,C0080,HW-CABLE,3,90.7,completed,web
O10388,2024-02-16,C0216,SUB-ADDON,4,105.28,completed,web
O10389,2024-02-16,C0064,HW-GATEWAY,4,-722.73,refunded,partner
O10390,2024-02-16,C0031,HW-GATEWAY,2,921.27,completed,sales_assisted
O10391,2024-02-16,C0185,SUB-PRO,1,135.17,completed,sales_assisted
O10392,2024-02-16,C0090,SVC-IMPL,1,850.98,completed,sales_assisted
O10393,2024-02-16,C0046,SUB-PRO,4,481.8,completed,web
O10394,2024-02-16,C0180,SVC-IMPL,3,2471.53,completed,web
O10395,2024-02-16,C0046,HW-BUNDLE,1,768.32,completed,web
O10396,2024-02-16,C0232,SVC-IMPL,4,3670.32,completed,web
O10397,2024-02-17,C0280,HW-BUNDLE,1,751.84,completed,web
O10398,2024-02-17,C0145,HW-CABLE,1,33.89,completed,web
O10399,2024-02-17,C0276,HW-BUNDLE,1,726.78,completed,web
O10400,2024-02-17,C0244,HW-GATEWAY,3,1383.91,completed,sales_assisted
O10401,2024-02-17,C0115,SUB-ADDON,4,119.31,completed,web
O10402,2024-02-17,C0195,SVC-AUDIT,4,5495.74,completed,sales_assisted
O10403,2024-02-17,C0094,SUB-PRO,5,602.03,completed,web
O10404,2024-02-18,C0028,HW-CABLE,2,66.89,completed,partner
O10405,2024-02-18,C0027,SUB-ENTERPRISE,1,400.22,completed,partner
O10406,2024-02-18,C0271,SUB-ENTERPRISE,4,1378.5,completed,sales_assisted
O10407,2024-02-18,C0009,HW-GATEWAY,1,476.96,completed,web
O10408,2024-02-18,C0017,SUB-BASIC,4,204.11,completed,sales_assisted
O10409,2024-02-18,C0138,SUB-PRO,4,541.56,completed,web
O10410,2024-02-18,C0163,HW-BUNDLE,3,2129.12,completed,web
O10411,2024-02-19,C0082,SVC-IMPL,3,,completed,sales_assisted
O10412,2024-02-19,C0225,SUB-PRO,2,251.54,completed,sales_assisted
O10413,2024-02-19,C0060,HW-GATEWAY,1,434.22,completed,partner
O10414,2024-02-19,C0223,SVC-RETAINER,2,2324.29,completed,sales_assisted
O10415,2024-02-19,C0247,SVC-TRAIN,5,3148.25,completed,web
O10416,2024-02-19,C0198,SUB-BASIC,5,243.69,completed,web
O10417,2024-02-19,C0265,SUB-PRO,1,113.34,completed,web
O10418,2024-02-19,C0226,HW-SENSOR,2,394.67,completed,web
O10419,2024-02-19,C0158,SUB-ENTERPRISE,5,1848.7,completed,sales_assisted
O10420,2024-02-19,C0036,SUB-ADDON,5,151.06,completed,web
O10421,2024-02-19,C0123,SVC-IMPL,5,4620.3,completed,sales_assisted
O10422,2024-02-20,C0180,SVC-RETAINER,5,5698.32,completed,sales_assisted
O10423,2024-02-20,C0268,SVC-RETAINER,3,3259.58,completed,partner
O10424,2024-02-20,C0210,HW-CABLE,5,167.38,completed,web
O10425,2024-02-20,C0074,HW-BUNDLE,5,3260.06,completed,sales_assisted
O10426,2024-02-20,C0145,SUB-BASIC,1,43.87,completed,web
O10427,2024-02-20,C0178,SVC-AUDIT,2,2770.86,completed,partner
O10428,2024-02-20,C0023,SVC-RETAINER,1,1239.22,completed,sales_assisted
O10429,2024-02-20,C0088,SVC-RETAINER,3,3520.23,completed,web
O10430,2024-02-20,C0009,HW-CABLE,5,169.25,completed,web
O10431,2024-02-20,C0187,SUB-ENTERPRISE,5,1898.12,completed,web
O10432,2024-02-20,C0245,SVC-IMPL,2,1719.92,completed,partner
O10433,2024-02-21,C0012,HW-SENSOR,2,399.87,completed,web
O10434,2024-02-21,C0067,HW-BUNDLE,4,2721.13,completed,web
O10435,2024-02-21,C0234,SVC-IMPL,2,1696.94,completed,sales_assisted
O10436,2024-02-21,C0058,HW-GATEWAY,1,457.59,completed,web
O10437,2024-02-21,C0233,HW-BUNDLE,1,652.49,completed,partner
O10438,2024-02-21,C0256,HW-CABLE,4,140.03,completed,web
O10439,2024-02-21,C0103,SUB-ADDON,4,114.76,completed,web
O10440,2024-02-21,C0100,SVC-AUDIT,2,3051.72,completed,web
O10441,2024-02-21,C0068,SVC-RETAINER,1,1126.86,completed,web
O10442,2024-02-21,C0230,SVC-RETAINER,1,1204.24,completed,sales_assisted
O10443,2024-02-21,C0130,HW-GATEWAY,1,436.36,completed,web
O10444,2024-02-22,C0026,HW-BUNDLE,5,3900.5,completed,sales_assisted
O10445,2024-02-22,C0199,SUB-ADDON,4,99.33,completed,sales_assisted
O10446,2024-02-22,C0254,HW-CABLE,2,68.82,completed,partner
O10447,2024-02-22,C0036,HW-SENSOR,3,663.02,completed,web
O10448,2024-02-22,C0093,SUB-ADDON,1,29.64,completed,partner
O10449,2024-02-22,C0084,SUB-ADDON,5,129.87,completed,sales_assisted
O10450,2024-02-22,C0205,SUB-ADDON,3,83.7,completed,web
O10451,2024-02-22,C0106,SVC-IMPL,5,4271.91,completed,sales_assisted
O10452,2024-02-22,C0139,HW-BUNDLE,3,2105.37,completed,web
O10453,2024-02-22,C0001,HW-GATEWAY,2,953.59,completed,sales_assisted
O10454,2024-02-22,C0021,HW-BUNDLE,5,3405.79,completed,sales_assisted
O10455,2024-02-23,C0100,SUB-PRO,4,525.94,completed,web
O10456,2024-02-23,C0231,SUB-ADDON,2,54.55,completed,web
O10457,2024-02-23,C0086,SUB-ADDON,3,75.79,completed,sales_assisted
O10458,2024-02-23,C0163,HW-CABLE,5,157.36,completed,sales_assisted
O10459,2024-02-23,C0073,HW-CABLE,5,151.2,completed,web
O10460,2024-02-23,C0013,SUB-ADDON,3,80.89,completed,sales_assisted
O10461,2024-02-23,C0010,SUB-ENTERPRISE,3,1130.48,completed,sales_assisted
O10462,2024-02-23,C0180,HW-BUNDLE,4,3062.19,completed,sales_assisted
O10463,2024-02-23,C0064,HW-SENSOR,2,439.05,completed,sales_assisted
O10464,2024-02-23,C0139,SVC-TRAIN,3,2027.47,completed,partner
O10465,2024-02-23,C0235,HW-BUNDLE,5,3843.64,completed,sales_assisted
O10466,2024-02-23,C0062,SUB-ADDON,5,148.5,completed,web
O10467,2024-02-24,C0134,HW-SENSOR,4,872.88,completed,partner
O10468,2024-02-24,C0124,SVC-RETAINER,2,2121.79,completed,partner
O10469,2024-02-24,C0149,HW-CABLE,2,61.45,completed,web
O10470,2024-02-24,C0007,SVC-AUDIT,3,-3461.61,refunded,web
O10471,2024-02-24,C0168,SUB-ENTERPRISE,2,743.79,completed,sales_assisted
O10472,2024-02-24,C0050,SVC-IMPL,4,3158.4,completed,partner
O10473,2024-02-24,C0238,SUB-ADDON,4,111.48,completed,web
O10474,2024-02-25,C0167,HW-BUNDLE,4,2867.78,completed,sales_assisted
O10475,2024-02-25,C0215,HW-GATEWAY,1,489.06,completed,sales_assisted
O10476,2024-02-25,C0024,SVC-IMPL,3,2406.39,completed,web
O10477,2024-02-25,C0117,HW-SENSOR,1,196.91,completed,sales_assisted
O10478,2024-02-25,C0099,HW-GATEWAY,3,1453.68,completed,sales_assisted
O10479,2024-02-25,C0105,SVC-IMPL,4,3438.07,completed,partner
O10480,2024-02-26,C0034,SVC-AUDIT,2,2593.47,completed,web
O10481,2024-02-26,C0259,HW-CABLE,1,36.69,completed,sales_assisted
O10482,2024-02-26,C0225,SVC-RETAINER,5,5158.65,completed,web
O10483,2024-02-26,C0225,SVC-AUDIT,3,,completed,web
O10484,2024-02-26,C0259,SVC-IMPL,1,879.8,completed,web
O10485,2024-02-26,C0264,HW-SENSOR,2,421.45,completed,web
O10486,2024-02-26,C0225,SUB-PRO,5,557.94,completed,partner
O10487,2024-02-26,C0084,SUB-PRO,1,125.82,completed,sales_assisted
O10488,2024-02-26,C0101,SVC-TRAIN,4,2729.08,completed,web
O10489,2024-02-26,C0091,HW-GATEWAY,4,1725.99,completed,sales_assisted
O10490,2024-02-26,C0112,SUB-ENTERPRISE,1,352.38,completed,partner
O10491,2024-02-27,C0030,SVC-TRAIN,1,556.18,completed,web
O10492,2024-02-27,C0163,SUB-BASIC,2,101.4,completed,sales_assisted
O10493,2024-02-27,C0038,SUB-ENTERPRISE,1,415.43,completed,sales_assisted
O10494,2024-02-27,C0199,SUB-BASIC,2,99.23,completed,web
O10495,2024-02-27,C0226,HW-BUNDLE,3,2120.76,completed,sales_assisted
O10496,2024-02-27,C0089,SVC-TRAIN,5,2938.31,completed,web
O10497,2024-02-27,C0026,SUB-ADDON,4,108.65,completed,web
O10498,2024-02-27,C0250,HW-SENSOR,2,394.46,completed,sales_assisted
O10499,2024-02-27,C0190,HW-BUNDLE,2,1389.07,completed,sales_assisted
O10500,2024-02-27,C0198,SUB-BASIC,3,152.57,completed,web
O10501,2024-02-28,C0231,SVC-RETAINER,1,1119.46,completed,web
O10502,2024-02-28,C0052,SUB-ADDON,1,27.06,completed,web
O10503,2024-02-28,C0247,HW-GATEWAY,2,822.95,completed,web
O10504,2024-02-28,C0220,HW-SENSOR,1,197.98,completed,web
O10505,2024-02-28,C0098,SUB-PRO,1,-61.29,refunded,web
O10506,2024-02-28,C0226,HW-CABLE,3,96.16,completed,web
O10507,2024-02-28,C0148,SUB-PRO,3,337.33,completed,web
O10508,2024-02-28,C0025,SVC-AUDIT,5,7301.49,completed,partner
O10509,2024-02-28,C0090,SVC-AUDIT,2,2672.41,completed,web
O10510,2024-02-28,C0075,SVC-RETAINER,2,2487.0,completed,partner
O10511,2024-02-28,C0068,HW-CABLE,4,146.1,completed,partner
O10512,2024-02-28,C0090,HW-BUNDLE,3,2229.48,completed,web
O10513,2024-02-29,C0118,SUB-BASIC,3,129.51,completed,partner
O10514,2024-02-29,C0074,SVC-IMPL,2,-938.52,refunded,sales_assisted
O10515,2024-02-29,C0081,SVC-IMPL,1,871.16,completed,sales_assisted
O10516,2024-02-29,C0226,SUB-ENTERPRISE,2,773.15,completed,sales_assisted
O10517,2024-02-29,C0056,SUB-ENTERPRISE,5,1961.82,completed,web
O10518,2024-02-29,C0254,SUB-PRO,5,549.69,completed,web
O10519,2024-02-29,C0259,SUB-BASIC,5,216.51,completed,web
O10520,2024-02-29,C0143,HW-GATEWAY,3,1499.82,completed,web
O10521,2024-02-29,C0144,SUB-ENTERPRISE,4,1403.82,completed,web
O10522,2024-02-29,C0234,HW-CABLE,4,119.33,completed,partner
O10523,2024-03-01,C0145,HW-SENSOR,5,1100.0,completed,web
O10524,2024-03-01,C0222,SVC-TRAIN,3,1782.48,completed,sales_assisted
O10525,2024-03-01,C0093,SVC-IMPL,2,1764.29,completed,partner
O10526,2024-03-01,C0141,HW-GATEWAY,4,1920.0,completed,sales_assisted
O10527,2024-03-01,C0235,HW-GATEWAY,5,2400.0,completed,web
O10528,2024-03-01,C0093,SVC-IMPL,4,3107.77,completed,web
O10529,2024-03-01,C0185,SVC-AUDIT,5,7290.61,completed,sales_assisted
O10530,2024-03-01,C0174,HW-CABLE,3,105.0,completed,web
O10531,2024-03-02,C0264,SVC-AUDIT,2,3137.55,completed,sales_assisted
O10532,2024-03-02,C0204,SVC-RETAINER,3,3596.89,completed,sales_assisted
O10533,2024-03-02,C0195,HW-CABLE,4,140.0,completed,sales_assisted
O10534,2024-03-02,C0246,HW-GATEWAY,3,1440.0,completed,web
O10535,2024-03-02,C0224,SVC-AUDIT,4,6237.78,completed,web
O10536,2024-03-02,C0077,SVC-RETAINER,2,2396.32,completed,sales_assisted
O10537,2024-03-03,C0218,SVC-RETAINER,3,3252.19,completed,sales_assisted
O10538,2024-03-03,C0221,SUB-PRO,2,260.06,completed,web
O10539,2024-03-03,C0131,SUB-ADDON,1,28.75,completed,web
O10540,2024-03-03,C0167,SUB-PRO,4,484.77,completed,partner
O10541,2024-03-04,C0001,SUB-PRO,2,266.7,completed,partner
O10542,2024-03-04,C0172,HW-GATEWAY,1,470.25,completed,sales_assisted
O10543,2024-03-04,C0129,SUB-ENTERPRISE,3,1053.76,completed,web
O10544,2024-03-04,C0277,HW-GATEWAY,4,1920.0,completed,partner
O10545,2024-03-04,C0205,SUB-BASIC,1,45.67,completed,sales_assisted
O10546,2024-03-04,C0197,SUB-PRO,3,330.21,completed,sales_assisted
O10547,2024-03-04,C0271,HW-BUNDLE,2,1500.0,completed,sales_assisted
O10548,2024-03-04,C0010,SUB-BASIC,4,177.08,completed,web
O10549,2024-03-04,C0095,HW-SENSOR,3,660.0,completed,web
O10550,2024-03-04,C0239,SUB-BASIC,3,141.03,completed,partner
O10551,2024-03-05,C0052,SVC-IMPL,5,4693.12,completed,web
O10552,2024-03-05,C0260,SVC-AUDIT,2,2704.61,completed,partner
O10553,2024-03-05,C0235,SUB-ENTERPRISE,1,415.71,completed,sales_assisted
O10554,2024-03-05,C0139,SUB-PRO,3,378.98,completed,partner
O10555,2024-03-05,C0205,SUB-BASIC,2,88.3,completed,sales_assisted
O10556,2024-03-05,C0216,HW-BUNDLE,3,1984.27,completed,web
O10557,2024-03-05,C0172,HW-SENSOR,2,388.27,completed,web
O10558,2024-03-05,C0155,SVC-IMPL,1,799.74,completed,web
O10559,2024-03-06,C0155,HW-SENSOR,5,1100.0,completed,web
O10560,2024-03-06,C0068,HW-SENSOR,1,218.74,completed,sales_assisted
O10561,2024-03-06,C0119,SVC-TRAIN,1,601.45,completed,web
O10562,2024-03-06,C0059,SUB-ENTERPRISE,5,1721.15,completed,sales_assisted
O10563,2024-03-06,C0018,SUB-PRO,1,131.8,completed,web
O10564,2024-03-06,C0207,SVC-RETAINER,3,3314.78,completed,web
O10565,2024-03-06,C0006,SVC-AUDIT,1,1292.07,completed,web
O10566,2024-03-06,C0154,SUB-ENTERPRISE,5,2080.53,completed,sales_assisted
O10567,2024-03-07,C0254,SVC-RETAINER,4,4172.34,completed,web
O10568,2024-03-07,C0040,SVC-IMPL,2,1771.91,completed,partner
O10569,2024-03-07,C0010,SVC-AUDIT,4,5148.22,completed,web
O10570,2024-03-07,C0030,SVC-RETAINER,1,1244.88,completed,web
O10571,2024-03-07,C0096,SVC-IMPL,1,775.38,completed,sales_assisted
O10572,2024-03-07,C0242,SUB-BASIC,1,44.48,completed,web
O10573,2024-03-07,C0142,HW-BUNDLE,4,3000.0,completed,web
O10574,2024-03-07,C0033,SUB-ENTERPRISE,3,1054.39,completed,sales_assisted
O10575,2024-03-08,C0106,HW-CABLE,6,210.0,completed,web
O10576,2024-03-08,C0086,HW-BUNDLE,2,1500.0,completed,web
O10577,2024-03-08,C0178,SUB-BASIC,1,49.4,completed,web
O10578,2024-03-08,C0124,HW-GATEWAY,4,-1004.99,refunded,web
O10579,2024-03-08,C0013,SUB-BASIC,3,147.29,completed,web
O10580,2024-03-08,C0191,SUB-PRO,5,635.61,completed,sales_assisted
O10581,2024-03-08,C0180,SVC-IMPL,1,785.18,completed,web
O10582,2024-03-08,C0003,SUB-ADDON,1,25.42,completed,web
O10583,2024-03-09,C0211,SUB-ADDON,2,59.72,completed,partner
O10584,2024-03-09,C0146,SVC-TRAIN,1,624.81,completed,sales_assisted
O10585,2024-03-09,C0155,SUB-PRO,5,609.21,completed,sales_assisted
O10586,2024-03-09,C0172,HW-BUNDLE,5,3215.48,completed,web
O10587,2024-03-10,C0159,SVC-TRAIN,2,1116.17,completed,sales_assisted
O10588,2024-03-10,C0266,SUB-ENTERPRISE,3,1200.21,completed,web
O10589,2024-03-10,C0157,SUB-ENTERPRISE,5,1933.06,completed,sales_assisted
O10590,2024-03-10,C0187,SUB-BASIC,3,139.16,completed,web
O10591,2024-03-11,C0099,HW-CABLE,5,175.0,completed,web
O10592,2024-03-11,C0049,SUB-ENTERPRISE,1,390.12,completed,web
O10593,2024-03-11,C0280,SVC-AUDIT,1,1380.82,completed,sales_assisted
O10594,2024-03-11,C0108,SUB-PRO,1,70.95,completed,web
O10595,2024-03-11,C0062,SUB-ADDON,1,30.12,completed,web
O10596,2024-03-11,C0026,SVC-RETAINER,5,5962.43,completed,web
O10597,2024-03-11,C0095,SUB-PRO,3,334.49,completed,partner
O10598,2024-03-11,C0055,SVC-TRAIN,3,1897.99,completed,web
O10599,2024-03-11,C0216,SUB-ENTERPRISE,1,219.45,completed,sales_assisted
O10600,2024-03-12,C0001,HW-BUNDLE,2,-818.41,refunded,web
O10601,2024-03-12,C0097,SUB-ADDON,2,55.39,completed,web
O10602,2024-03-12,C0093,SVC-RETAINER,1,1217.23,completed,web
O10603,2024-03-12,C0251,HW-SENSOR,4,880.0,completed,sales_assisted
O10604,2024-03-12,C0235,SVC-TRAIN,2,1113.55,completed,web
O10605,2024-03-12,C0203,SVC-IMPL,2,1708.38,completed,sales_assisted
O10606,2024-03-12,C0003,HW-SENSOR,4,880.0,completed,web
O10607,2024-03-13,C0101,HW-BUNDLE,6,4500.0,completed,sales_assisted
O10608,2024-03-13,C0227,SVC-RETAINER,4,4209.65,completed,partner
O10609,2024-03-13,C0073,HW-CABLE,6,210.0,completed,web
O10610,2024-03-13,C0250,SVC-IMPL,1,929.77,completed,partner
O10611,2024-03-13,C0126,SUB-PRO,1,133.45,completed,web
O10612,2024-03-13,C0113,SVC-RETAINER,4,4607.02,completed,web
O10613,2024-03-13,C0132,SUB-BASIC,1,-22.75,refunded,partner
O10614,2024-03-13,C0206,SUB-ENTERPRISE,1,347.94,completed,sales_assisted
O10615,2024-03-13,C0217,HW-BUNDLE,4,3000.0,completed,partner
O10616,2024-03-13,C0203,HW-CABLE,6,210.0,completed,web
O10617,2024-03-14,C0088,SVC-AUDIT,4,5260.77,completed,web
O10618,2024-03-14,C0132,SVC-RETAINER,4,4675.23,completed,web
O10619,2024-03-14,C0046,SVC-TRAIN,5,3322.0,completed,sales_assisted
O10620,2024-03-14,C0074,SVC-RETAINER,2,2293.76,completed,partner
O10621,2024-03-14,C0077,SVC-AUDIT,5,7607.42,completed,sales_assisted
O10622,2024-03-14,C0174,HW-SENSOR,4,880.0,completed,web
O10623,2024-03-14,C0016,SVC-AUDIT,2,2554.25,completed,web
O10624,2024-03-14,C0111,SUB-BASIC,1,45.22,completed,web
O10625,2024-03-14,C0172,SVC-TRAIN,4,2603.4,completed,sales_assisted
O10626,2024-03-14,C0065,SVC-AUDIT,5,6376.49,completed,partner
O10627,2024-03-15,C0167,SVC-TRAIN,2,-1172.29,refunded,web
O10628,2024-03-15,C0122,SVC-IMPL,4,3064.84,completed,sales_assisted
O10629,2024-03-15,C0200,SVC-RETAINER,1,1092.3,completed,partner
O10630,2024-03-15,C0251,SUB-ADDON,3,81.73,completed,web
O10631,2024-03-15,C0061,SUB-BASIC,4,199.01,completed,partner
O10632,2024-03-15,C0186,HW-GATEWAY,4,1920.0,completed,sales_assisted
O10633,2024-03-15,C0225,SVC-IMPL,3,2699.85,completed,sales_assisted
O10634,2024-03-15,C0062,SUB-BASIC,2,93.07,completed,web
O10635,2024-03-15,C0151,SVC-IMPL,3,2364.73,completed,sales_assisted
O10636,2024-03-16,C0013,SVC-TRAIN,3,1657.75,completed,sales_assisted
O10637,2024-03-16,C0116,HW-GATEWAY,4,1943.02,completed,web
O10638,2024-03-16,C0029,SVC-RETAINER,5,5948.72,completed,partner
O10639,2024-03-16,C0239,SVC-AUDIT,5,7289.14,completed,web
O10640,2024-03-17,C0205,HW-BUNDLE,6,4500.0,completed,web
O10641,2024-03-17,C0041,SUB-ADDON,1,27.4,completed,sales_assisted
O10642,2024-03-17,C0071,HW-CABLE,5,175.0,completed,web
O10643,2024-03-17,C0027,HW-BUNDLE,6,4500.0,completed,web
O10644,2024-03-18,C0116,SVC-AUDIT,3,4257.07,completed,web
O10645,2024-03-18,C0052,SUB-BASIC,1,26.95,completed,partner
O10646,2024-03-18,C0076,HW-BUNDLE,3,2232.48,completed,partner
O10647,2024-03-18,C0222,HW-SENSOR,2,440.0,completed,partner
O10648,2024-03-18,C0266,HW-CABLE,4,140.0,completed,web
O10649,2024-03-18,C0137,SUB-ENTERPRISE,2,749.44,completed,web
O10650,2024-03-18,C0154,SVC-TRAIN,3,1948.16,completed,sales_assisted
O10651,2024-03-19,C0084,SVC-IMPL,4,3580.18,completed,sales_assisted
O10652,2024-03-19,C0252,SVC-TRAIN,2,1230.9,completed,web
O10653,2024-03-19,C0242,SUB-ENTERPRISE,1,403.47,completed,web
O10654,2024-03-19,C0211,SUB-ADDON,5,148.46,completed,partner
O10655,2024-03-19,C0269,SUB-ADDON,2,-29.23,refunded,web
O10656,2024-03-19,C0130,SVC-TRAIN,2,1275.57,completed,sales_assisted
O10657,2024-03-19,C0174,HW-BUNDLE,6,4500.0,completed,web
O10658,2024-03-20,C0187,HW-BUNDLE,3,2250.0,completed,web
O10659,2024-03-20,C0069,SUB-ADDON,1,28.53,completed,partner
O10660,2024-03-20,C0040,SVC-AUDIT,4,5871.28,completed,web
O10661,2024-03-20,C0101,HW-BUNDLE,4,3000.0,completed,web
O10662,2024-03-20,C0010,SVC-IMPL,5,4019.98,completed,web
O10663,2024-03-20,C0130,HW-BUNDLE,5,3750.0,completed,web
O10664,2024-03-20,C0092,SVC-AUDIT,4,5520.05,completed,web
O10665,2024-03-20,C0218,HW-CABLE,5,175.0,completed,web
O10666,2024-03-20,C0242,SVC-TRAIN,2,1126.56,completed,web
O10667,2024-03-21,C0162,SVC-AUDIT,1,1338.8,completed,partner
O10668,2024-03-21,C0039,HW-GATEWAY,3,1440.0,completed,web
O10669,2024-03-21,C0044,HW-CABLE,2,67.56,completed,sales_assisted
O10670,2024-03-21,C0161,HW-GATEWAY,2,960.0,completed,web
O10671,2024-03-21,C0096,SVC-TRAIN,3,1765.98,completed,sales_assisted
O10672,2024-03-21,C0092,SVC-AUDIT,5,7105.57,completed,web
O10673,2024-03-21,C0241,HW-CABLE,3,105.0,completed,web
O10674,2024-03-21,C0051,SVC-IMPL,2,1563.21,completed,sales_assisted
O10675,2024-03-21,C0246,HW-GATEWAY,4,1920.0,completed,web
O10676,2024-03-21,C0085,SVC-AUDIT,4,5392.88,completed,sales_assisted
O10677,2024-03-22,C0147,SVC-IMPL,1,824.63,completed,web
O10678,2024-03-22,C0210,SUB-ENTERPRISE,4,1633.54,completed,partner
O10679,2024-03-22,C0063,SVC-IMPL,5,4574.13,completed,sales_assisted
O10680,2024-03-22,C0154,SUB-ENTERPRISE,5,1885.36,completed,web
O10681,2024-03-22,C0048,SVC-TRAIN,1,659.06,completed,partner
O10682,2024-03-22,C0041,SVC-RETAINER,2,2380.62,completed,partner
O10683,2024-03-22,C0226,HW-BUNDLE,4,3000.0,completed,partner
O10684,2024-03-22,C0236,HW-GATEWAY,2,955.15,completed,web
O10685,2024-03-22,C0278,SUB-PRO,3,395.24,completed,web
O10686,2024-03-22,C0057,SUB-ADDON,4,104.4,completed,web
O10687,2024-03-23,C0014,SVC-RETAINER,1,1142.77,completed,sales_assisted
O10688,2024-03-23,C0211,HW-BUNDLE,3,2250.0,completed,partner
O10689,2024-03-23,C0067,HW-CABLE,2,70.0,completed,web
O10690,2024-03-23,C0220,HW-GATEWAY,5,2419.21,completed,web
O10691,2024-03-23,C0124,HW-GATEWAY,4,1874.17,completed,partner
O10692,2024-03-24,C0238,SUB-PRO,5,650.47,completed,sales_assisted
O10693,2024-03-24,C0247,SUB-BASIC,5,255.38,completed,sales_assisted
O10694,2024-03-24,C0221,SUB-ADDON,5,129.81,completed,partner
O10695,2024-03-24,C0242,SVC-IMPL,3,2483.46,completed,web
O10696,2024-03-25,C0081,HW-BUNDLE,5,3750.0,completed,web
O10697,2024-03-25,C0222,SVC-TRAIN,1,579.36,completed,web
O10698,2024-03-25,C0119,SUB-ADDON,1,25.56,completed,sales_assisted
O10699,2024-03-25,C0269,SVC-TRAIN,2,1252.62,completed,sales_assisted
O10700,2024-03-25,C0044,SVC-TRAIN,1,608.52,completed,web
O10701,2024-03-25,C0189,HW-CABLE,2,70.0,completed,sales_assisted
O10702,2024-03-25,C0089,SUB-ADDON,3,74.49,completed,web
O10703,2024-03-25,C0172,SUB-PRO,1,70.95,completed,sales_assisted
O10704,2024-03-26,C0063,SVC-RETAINER,3,3269.02,completed,sales_assisted
O10705,2024-03-26,C0041,HW-CABLE,6,210.0,completed,partner
O10706,2024-03-26,C0140,SVC-IMPL,3,2690.45,completed,web
O10707,2024-03-26,C0267,HW-BUNDLE,4,3000.0,completed,web
O10708,2024-03-26,C0117,HW-CABLE,5,175.0,completed,web
O10709,2024-03-26,C0228,HW-GATEWAY,3,-1095.02,refunded,web
O10710,2024-03-26,C0084,SUB-BASIC,1,26.95,completed,sales_assisted
O10711,2024-03-27,C0253,SUB-ENTERPRISE,2,710.81,completed,web
O10712,2024-03-27,C0196,SVC-AUDIT,4,5102.32,completed,web
O10713,2024-03-27,C0200,SVC-RETAINER,3,3576.58,completed,sales_assisted
O10714,2024-03-27,C0222,SUB-PRO,2,221.33,completed,sales_assisted
O10715,2024-03-27,C0069,SVC-TRAIN,5,2928.1,completed,sales_assisted
O10716,2024-03-27,C0239,SVC-RETAINER,4,4967.63,completed,web
O10717,2024-03-27,C0238,SVC-TRAIN,3,1709.56,completed,web
O10718,2024-03-27,C0177,SVC-IMPL,4,3441.85,completed,sales_assisted
O10719,2024-03-27,C0026,SVC-AUDIT,1,1417.36,completed,web
O10720,2024-03-28,C0255,SVC-TRAIN,1,619.93,completed,sales_assisted
O10721,2024-03-28,C0271,HW-CABLE,4,140.0,completed,web
O10722,2024-03-28,C0062,HW-GATEWAY,2,960.0,completed,sales_assisted
O10723,2024-03-28,C0047,SUB-ENTERPRISE,2,,completed,web
O10724,2024-03-28,C0135,SVC-AUDIT,2,2939.46,completed,web
O10725,2024-03-28,C0104,SVC-AUDIT,5,6661.33,completed,web
O10726,2024-03-28,C0201,HW-BUNDLE,6,4500.0,completed,partner
O10727,2024-03-28,C0135,HW-CABLE,2,70.0,completed,sales_assisted
O10728,2024-03-29,C0143,SVC-RETAINER,1,1257.38,completed,web
O10729,2024-03-29,C0151,SVC-RETAINER,2,2191.46,completed,sales_assisted
O10730,2024-03-29,C0121,HW-GATEWAY,2,960.0,completed,partner
O10731,2024-03-29,C0277,SVC-TRAIN,5,2890.54,completed,web
O10732,2024-03-29,C0108,HW-SENSOR,1,193.13,completed,sales_assisted
O10733,2024-03-29,C0271,SUB-ENTERPRISE,3,1156.6,completed,web
O10734,2024-03-29,C0047,SVC-IMPL,1,804.62,completed,partner
O10735,2024-03-29,C0140,HW-BUNDLE,5,3504.81,completed,web
O10736,2024-03-30,C0262,SUB-ENTERPRISE,2,707.08,completed,web
O10737,2024-03-30,C0251,SVC-TRAIN,3,1867.47,completed,web
O10738,2024-03-30,C0086,SVC-AUDIT,1,1323.47,completed,web
